education,branch,skills,interests,career_goal,experience,recommended_career
Undergraduate,Commerce/B.Com,"Data Analytics,Economics,Communication,Problem Solving,Time Management","Business,Finance,Government Jobs",Financial Consultant,"2 projects, 0 internships",Chartered Accountant
Class 12,PCM Stream,"Physics Lab,Problem Solving,Python",Research,Defense Officer (Army/Navy/Air Force),"0 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Business/BBA,"SEO,Public Speaking,Business Strategy,Marketing,Leadership",Media,Marketing Manager,"2 projects, 1 internships",Product Manager
Undergraduate,Law/LLB,"Leadership,Public Speaking,Legal Writing,Law,Negotiation","Law,Government Jobs",Criminal Defense Lawyer,"1 projects, 0 internships",Corporate Lawyer
Undergraduate,Law/LLB,"Public Speaking,Constitutional Law,Leadership","Law,Social Impact",Public Prosecutor,"2 projects, 1 internships",Corporate Lawyer
Undergraduate,Science/B.Sc,"Statistics,Pandas,Python","Research,Technology,Business",Data Scientist,"2 projects, 1 internships",Data Analyst
Class 12,PCM Stream,"Communication,Physics Lab,Writing","Defence,Engineering",Civil Servant (IAS/IPS),"0 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Electronics & Communication,"Figma,Physics Lab,AWS,Docker,Linear Algebra","Research,Technology",VLSI Design Engineer,"2 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Law/LLB,"Communication,Law,Legal Writing",Social Impact,Public Prosecutor,"1 projects, 1 internships",Corporate Lawyer
Undergraduate,Science/B.Sc,"Data Visualization,SQL,Mathematics","Technology,Research",Actuarial Analyst,"0 projects, 1 internships",Data Analyst
Undergraduate,Science/B.Sc,"Statistics,Data Analytics,SQL,Pandas,Communication","Research,Finance",Data Analyst,"0 projects, 1 internships",Data Analyst
Undergraduate,Computer Science,"Node.js,REST APIs,SQL,Java,C++","Business,Technology",Cloud Architect,"2 projects, 0 internships",Software Engineer
Undergraduate,Law/LLB,"Legal Writing,Leadership,Communication,Negotiation,Law,Technical Writing","Social Impact,Government Jobs,Law",Corporate Lawyer,"1 projects, 1 internships",Corporate Lawyer
Undergraduate,Electronics & Communication,"Python,Mathematics,Data Structures,Docker,AWS,Kubernetes","Technology,Research",Embedded Systems Engineer,"0 projects, 1 internships",Embedded Systems Engineer
Class 12,PCM Stream,"Mathematics,Chemistry Lab,Communication,Problem Solving","Defence,Engineering",Defense Officer (Army/Navy/Air Force),"1 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Commerce/B.Com,"Financial Accounting,Communication,SQL,Data Analytics","Business,Finance",Investment Banker,"0 projects, 0 internships",Chartered Accountant
Undergraduate,Electronics & Communication,"Python,Data Structures,Linear Algebra,C++,Kubernetes","Engineering,Technology",VLSI Design Engineer,"2 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Science/B.Sc,"Data Analytics,Communication,Pandas,Data Visualization",Finance,Actuarial Analyst,"0 projects, 0 internships",Data Analyst
Undergraduate,Commerce/B.Com,"Data Analytics,Financial Accounting,Taxation,Time Management,Problem Solving,Communication",Business,Unknown Career,"0 projects, 0 internships",Chartered Accountant
Class 12,PCM Stream,"Communication,Physics Lab,Python,Chemistry Lab,Mathematics",Engineering,Research Scientist,"1 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Law/LLB,"Constitutional Law,Communication,Legal Writing","Social Impact,Government Jobs,Law",Criminal Defense Lawyer,"2 projects, 1 internships",Corporate Lawyer
Class 12,PCM Stream,"Writing,Communication,Problem Solving,Python,Mathematics,Chemistry Lab","Defence,Government Jobs",Civil Servant (IAS/IPS),"0 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Science/B.Sc,"Communication,Mathematics,Python,Pandas,NumPy,Data Visualization",Technology,Actuarial Analyst,"0 projects, 0 internships",Data Analyst
Undergraduate,Science/B.Sc,"Pandas,Statistics,Mathematics","Business,Research",Actuarial Analyst,"2 projects, 1 internships",Data Analyst
Undergraduate,Commerce/B.Com,"Scrum,Problem Solving,Financial Accounting,Taxation,Communication",Finance,Unknown Career,"1 projects, 1 internships",Chartered Accountant
Undergraduate,Business/BBA,"SEO,Leadership,Public Speaking,Communication,Business Strategy",Management,Marketing Manager,"1 projects, 1 internships",Product Manager
Undergraduate,Computer Science,"Python,Algorithms,CSS","Technology,Business",DevOps Engineer,"2 projects, 0 internships",Software Engineer
Undergraduate,Electronics & Communication,"Physics Lab,Mathematics,Docker,AWS,Figma,Python","Research,Technology,Engineering",VLSI Design Engineer,"1 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Business/BBA,"Marketing,SEO,Communication,Sales","Entrepreneurship,Media",Marketing Manager,"1 projects, 1 internships",Product Manager
Class 12,PCM Stream,"Chemistry Lab,Problem Solving,Writing,Physics Lab,Mathematics,Communication","Engineering,Defence,Government Jobs",Civil Servant (IAS/IPS),"0 projects, 0 internships",Civil Servant (IAS/IPS)
Class 12,PCM Stream,"Writing,Problem Solving,Communication,Physics Lab",Research,Civil Servant (IAS/IPS),"2 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Computer Science,"Java,Algorithms,CSS","AI/ML,Technology,Business",Software Engineer,"2 projects, 0 internships",Software Engineer
Undergraduate,Business/BBA,"SEO,Marketing,Communication,Leadership,Project Management,Public Speaking","Entrepreneurship,Media,Management",Product Manager,"0 projects, 0 internships",Product Manager
Undergraduate,Science/B.Sc,"Communication,NumPy,Mathematics,Statistics,Pandas",Business,Data Analyst,"2 projects, 0 internships",Data Analyst
Undergraduate,Science/B.Sc,"Mathematics,Data Analytics,Pandas,Communication,SQL","Technology,Business",Data Analyst,"1 projects, 1 internships",Data Analyst
Class 12,PCM Stream,"Chemistry Lab,Communication,Python,Mathematics",Defence,Defense Officer (Army/Navy/Air Force),"0 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Science/B.Sc,"Mathematics,Statistics,Communication,SQL,NumPy","Technology,Business,Finance",Data Scientist,"0 projects, 1 internships",Data Analyst
Undergraduate,Law/LLB,"Public Speaking,Legal Writing,Law,Negotiation,Constitutional Law","Law,Social Impact,Government Jobs",Patent Attorney,"0 projects, 1 internships",Corporate Lawyer
Undergraduate,Computer Science,"JavaScript,REST APIs,C++,Algorithms,Python,HTML","Technology,Business,AI/ML",Cloud Architect,"0 projects, 0 internships",Software Engineer
Undergraduate,Electronics & Communication,"C++,Figma,Data Structures","Technology,Engineering,Research",Network Security Engineer,"1 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Business/BBA,"Sales,Business Strategy,SEO","Entrepreneurship,Management",Product Manager,"1 projects, 0 internships",Product Manager
Undergraduate,Business/BBA,"Project Management,Marketing,Public Speaking,Leadership,Product Management",Business,Marketing Manager,"2 projects, 0 internships",Product Manager
Class 12,PCM Stream,"Communication,Physics Lab,Chemistry Lab,Mathematics,Problem Solving,Python",Defence,Civil Servant (IAS/IPS),"2 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Computer Science,"CSS,SQL,Java,Node.js","AI/ML,Technology,Business",Data Scientist,"1 projects, 0 internships",Software Engineer
Class 12,PCM Stream,"Communication,Mathematics,Problem Solving,Python,Chemistry Lab,Physics Lab","Engineering,Defence",High School Physics Teacher,"2 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Electronics & Communication,"Kubernetes,AWS,Figma,Physics Lab","Technology,Engineering,Research",IoT Systems Architect,"1 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Computer Science,"HTML,JavaScript,Python,Algorithms,React,REST APIs",Business,DevOps Engineer,"2 projects, 0 internships",Software Engineer
Undergraduate,Science/B.Sc,"Data Analytics,Python,NumPy,Statistics,Mathematics",Research,Financial Risk Analyst,"0 projects, 1 internships",Data Analyst
Undergraduate,Business/BBA,"Product Management,Communication,Marketing,Business Strategy,Sales",Management,Brand Strategist,"1 projects, 0 internships",Product Manager
Undergraduate,Business/BBA,"SEO,Product Management,Sales",Business,Management Consultant,"0 projects, 0 internships",Product Manager
Undergraduate,Computer Science,"SQL,C++,HTML,Python,CSS","AI/ML,Technology",Cloud Architect,"2 projects, 1 internships",Software Engineer
Undergraduate,Science/B.Sc,"Data Analytics,Mathematics,SQL,Pandas",Technology,Financial Risk Analyst,"2 projects, 1 internships",Data Analyst
Class 12,PCM Stream,"Physics Lab,Writing,Chemistry Lab,Problem Solving,Python,Communication","Engineering,Government Jobs,Defence",High School Physics Teacher,"1 projects, 0 internships",Civil Servant (IAS/IPS)
Class 12,PCM Stream,"Chemistry Lab,Problem Solving,Communication","Engineering,Research,Government Jobs",Research Scientist,"0 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Commerce/B.Com,"Financial Accounting,Data Analytics,Taxation,Economics,Time Management",Finance,Financial Consultant,"1 projects, 0 internships",Chartered Accountant
Undergraduate,Law/LLB,"Negotiation,Public Speaking,Technical Writing",Law,Criminal Defense Lawyer,"1 projects, 1 internships",Corporate Lawyer
Undergraduate,Electronics & Communication,"Physics Lab,Docker,AWS","Engineering,Research,Technology",Network Security Engineer,"0 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Science/B.Sc,"Data Visualization,Data Analytics,Mathematics,Python","Research,Finance,Business",Data Analyst,"2 projects, 1 internships",Data Analyst
Undergraduate,Science/B.Sc,"Data Visualization,Communication,NumPy","Business,Research,Technology",Actuarial Analyst,"1 projects, 0 internships",Data Analyst
Undergraduate,Computer Science,"JavaScript,CSS,Data Structures,Python,SQL,REST APIs","Technology,AI/ML,Business",DevOps Engineer,"1 projects, 1 internships",Software Engineer
Undergraduate,Commerce/B.Com,"Communication,SQL,Problem Solving",Government Jobs,Investment Banker,"0 projects, 0 internships",Chartered Accountant
Undergraduate,Commerce/B.Com,"Time Management,Communication,Economics,Taxation","Finance,Government Jobs,Business",Chartered Accountant,"1 projects, 1 internships",Chartered Accountant
Undergraduate,Business/BBA,"Product Management,Leadership,Marketing","Business,Media,Entrepreneurship",Marketing Manager,"2 projects, 0 internships",Product Manager
Undergraduate,Science/B.Sc,"Statistics,SQL,Python,Mathematics,Data Analytics,NumPy","Finance,Research,Business",Data Analyst,"2 projects, 0 internships",Data Analyst
Class 12,PCM Stream,"Mathematics,Python,Communication,Chemistry Lab","Defence,Research,Government Jobs",Research Scientist,"0 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Computer Science,"React,Node.js,REST APIs,C++,Java","Business,Technology,AI/ML",Data Scientist,"0 projects, 1 internships",Software Engineer
Class 12,PCM Stream,"Chemistry Lab,Writing,Mathematics,Communication,Python,Problem Solving","Defence,Research",High School Physics Teacher,"1 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Electronics & Communication,"Docker,Linear Algebra,Data Structures,Figma",Engineering,VLSI Design Engineer,"0 projects, 0 internships",Embedded Systems Engineer
Class 12,PCM Stream,"Communication,Physics Lab,Problem Solving,Python,Chemistry Lab",Research,Research Scientist,"1 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Law/LLB,"Public Speaking,Negotiation,Legal Writing,Technical Writing,Communication,Constitutional Law",Social Impact,Patent Attorney,"1 projects, 0 internships",Corporate Lawyer
Undergraduate,Law/LLB,"Leadership,Public Speaking,Legal Writing,Communication,Law,Technical Writing","Social Impact,Law,Government Jobs",Criminal Defense Lawyer,"0 projects, 0 internships",Corporate Lawyer
Undergraduate,Computer Science,"HTML,Git,React,Node.js,Algorithms",AI/ML,DevOps Engineer,"1 projects, 1 internships",Software Engineer
Undergraduate,Computer Science,"Data Structures,React,SQL,CSS,REST APIs","Business,AI/ML,Technology",Software Engineer,"2 projects, 0 internships",Software Engineer
Undergraduate,Commerce/B.Com,"Economics,SQL,Time Management,Taxation,Communication,Scrum","Finance,Business",Unknown Career,"1 projects, 1 internships",Chartered Accountant
Undergraduate,Law/LLB,"Technical Writing,Leadership,Legal Writing,Constitutional Law,Public Speaking,Negotiation",Law,Public Prosecutor,"1 projects, 1 internships",Corporate Lawyer
Undergraduate,Commerce/B.Com,"SQL,Problem Solving,Economics,Financial Accounting,Taxation","Finance,Business,Government Jobs",Unknown Career,"1 projects, 1 internships",Chartered Accountant
Class 12,PCM Stream,"Writing,Problem Solving,Mathematics,Python,Chemistry Lab",Government Jobs,Defense Officer (Army/Navy/Air Force),"0 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Law/LLB,"Public Speaking,Communication,Law",Social Impact,Criminal Defense Lawyer,"0 projects, 1 internships",Corporate Lawyer
Undergraduate,Law/LLB,"Constitutional Law,Law,Leadership,Negotiation","Government Jobs,Social Impact",Criminal Defense Lawyer,"2 projects, 1 internships",Corporate Lawyer
Undergraduate,Science/B.Sc,"Mathematics,Data Analytics,Python,Communication",Business,Data Scientist,"0 projects, 1 internships",Data Analyst
Class 12,PCM Stream,"Problem Solving,Writing,Chemistry Lab","Engineering,Research,Government Jobs",High School Physics Teacher,"2 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Electronics & Communication,"Kubernetes,Python,Physics Lab,AWS","Engineering,Research",VLSI Design Engineer,"1 projects, 1 internships",Embedded Systems Engineer
Class 12,PCM Stream,"Chemistry Lab,Physics Lab,Mathematics","Defence,Government Jobs",Defense Officer (Army/Navy/Air Force),"0 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Law/LLB,"Constitutional Law,Legal Writing,Leadership,Technical Writing","Law,Social Impact,Government Jobs",Corporate Lawyer,"1 projects, 1 internships",Corporate Lawyer
Undergraduate,Science/B.Sc,"SQL,Communication,Python,NumPy,Pandas,Mathematics","Technology,Finance",Data Analyst,"2 projects, 0 internships",Data Analyst
Undergraduate,Computer Science,"Node.js,Data Structures,REST APIs,Algorithms,C++",AI/ML,Software Engineer,"0 projects, 1 internships",Software Engineer
Undergraduate,Law/LLB,"Communication,Constitutional Law,Legal Writing",Social Impact,Criminal Defense Lawyer,"0 projects, 1 internships",Corporate Lawyer
Undergraduate,Electronics & Communication,"Figma,Kubernetes,Linear Algebra,Python,AWS,C++","Engineering,Technology",Embedded Systems Engineer,"1 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Electronics & Communication,"Data Structures,Physics Lab,Linear Algebra","Technology,Engineering",Embedded Systems Engineer,"0 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Business/BBA,"Business Strategy,Public Speaking,Product Management,Project Management","Management,Entrepreneurship,Media",Brand Strategist,"0 projects, 1 internships",Product Manager
Undergraduate,Electronics & Communication,"Linear Algebra,Physics Lab,Kubernetes,Mathematics","Research,Technology",VLSI Design Engineer,"1 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Electronics & Communication,"Physics Lab,Linear Algebra,Data Structures",Technology,IoT Systems Architect,"2 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Computer Science,"REST APIs,Python,JavaScript","AI/ML,Technology",Software Engineer,"0 projects, 0 internships",Software Engineer
Undergraduate,Law/LLB,"Constitutional Law,Public Speaking,Legal Writing,Law,Communication,Leadership","Government Jobs,Law",Corporate Lawyer,"0 projects, 1 internships",Corporate Lawyer
Undergraduate,Computer Science,"JavaScript,Java,Git,Node.js","AI/ML,Business",DevOps Engineer,"2 projects, 1 internships",Software Engineer
Undergraduate,Business/BBA,"Communication,Public Speaking,Sales,Marketing",Business,Marketing Manager,"1 projects, 1 internships",Product Manager
Undergraduate,Law/LLB,"Negotiation,Legal Writing,Law,Constitutional Law,Communication,Leadership",Social Impact,Patent Attorney,"1 projects, 0 internships",Corporate Lawyer
Undergraduate,Law/LLB,"Public Speaking,Legal Writing,Constitutional Law","Social Impact,Government Jobs",Public Prosecutor,"2 projects, 1 internships",Corporate Lawyer
Undergraduate,Business/BBA,"Business Strategy,Communication,SEO,Product Management",Management,Product Manager,"1 projects, 0 internships",Product Manager
Undergraduate,Electronics & Communication,"Mathematics,C++,Linear Algebra,Figma,Physics Lab,Python","Research,Engineering,Technology",Network Security Engineer,"0 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Electronics & Communication,"Physics Lab,Mathematics,C++,AWS,Docker",Engineering,Embedded Systems Engineer,"2 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Law/LLB,"Constitutional Law,Leadership,Legal Writing","Law,Government Jobs,Social Impact",Patent Attorney,"2 projects, 1 internships",Corporate Lawyer
Undergraduate,Computer Science,"JavaScript,Data Structures,Git,Java,Node.js","Technology,Business,AI/ML",Data Scientist,"1 projects, 1 internships",Software Engineer
Undergraduate,Computer Science,"Git,C++,Node.js,React,REST APIs,HTML",Technology,AI/ML Engineer,"1 projects, 1 internships",Software Engineer
Undergraduate,Business/BBA,"Business Strategy,Marketing,Project Management,Leadership,Product Management",Media,Management Consultant,"1 projects, 0 internships",Product Manager
Undergraduate,Computer Science,"REST APIs,C++,Java,HTML,Git","AI/ML,Technology,Business",Software Engineer,"2 projects, 0 internships",Software Engineer
Undergraduate,Electronics & Communication,"C++,Mathematics,Data Structures",Engineering,Embedded Systems Engineer,"2 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Law/LLB,"Law,Negotiation,Communication,Constitutional Law,Legal Writing","Law,Government Jobs",Criminal Defense Lawyer,"1 projects, 1 internships",Corporate Lawyer
Undergraduate,Computer Science,"HTML,JavaScript,Git",Technology,DevOps Engineer,"1 projects, 0 internships",Software Engineer
Undergraduate,Computer Science,"C++,JavaScript,Git,React,Data Structures",AI/ML,Software Engineer,"1 projects, 0 internships",Software Engineer
Undergraduate,Law/LLB,"Communication,Constitutional Law,Legal Writing,Technical Writing","Government Jobs,Law",Public Prosecutor,"0 projects, 1 internships",Corporate Lawyer
Undergraduate,Business/BBA,"Communication,Product Management,Marketing","Media,Business",Brand Strategist,"0 projects, 0 internships",Product Manager
Undergraduate,Law/LLB,"Technical Writing,Law,Negotiation,Public Speaking,Communication","Government Jobs,Social Impact",Corporate Lawyer,"1 projects, 1 internships",Corporate Lawyer
Undergraduate,Science/B.Sc,"Statistics,Mathematics,Data Analytics,Data Visualization,SQL,NumPy","Finance,Technology",Data Scientist,"2 projects, 0 internships",Data Analyst
Class 12,PCM Stream,"Problem Solving,Python,Writing","Engineering,Research,Government Jobs",Defense Officer (Army/Navy/Air Force),"1 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Science/B.Sc,"Data Visualization,Statistics,SQL,NumPy","Technology,Research",Data Analyst,"0 projects, 1 internships",Data Analyst
Class 12,PCM Stream,"Problem Solving,Mathematics,Chemistry Lab,Communication,Writing","Defence,Engineering,Government Jobs",Research Scientist,"2 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Science/B.Sc,"SQL,Communication,NumPy,Python,Data Visualization,Mathematics","Finance,Technology",Actuarial Analyst,"1 projects, 1 internships",Data Analyst
Undergraduate,Computer Science,"Java,CSS,Git,Python",AI/ML,AI/ML Engineer,"1 projects, 0 internships",Software Engineer
Class 12,PCM Stream,"Problem Solving,Communication,Physics Lab,Python,Mathematics,Writing","Engineering,Research,Government Jobs",High School Physics Teacher,"1 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Electronics & Communication,"Docker,Python,Physics Lab,AWS,Data Structures",Technology,VLSI Design Engineer,"2 projects, 0 internships",Embedded Systems Engineer
Class 12,PCM Stream,"Mathematics,Writing,Communication,Python",Government Jobs,Defense Officer (Army/Navy/Air Force),"1 projects, 0 internships",Civil Servant (IAS/IPS)
Class 12,PCM Stream,"Mathematics,Python,Physics Lab,Writing,Communication,Chemistry Lab","Defence,Engineering",High School Physics Teacher,"1 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Business/BBA,"Public Speaking,Marketing,Business Strategy,Sales,Product Management",Entrepreneurship,Management Consultant,"1 projects, 1 internships",Product Manager
Undergraduate,Electronics & Communication,"C++,Python,Data Structures",Technology,Network Security Engineer,"1 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Commerce/B.Com,"Taxation,Time Management,Data Analytics","Finance,Business,Government Jobs",Financial Consultant,"0 projects, 0 internships",Chartered Accountant
Undergraduate,Electronics & Communication,"Kubernetes,AWS,Physics Lab","Engineering,Technology",VLSI Design Engineer,"1 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Electronics & Communication,"Mathematics,AWS,Data Structures,Linear Algebra,Figma,C++",Technology,Embedded Systems Engineer,"2 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Business/BBA,"Business Strategy,SEO,Project Management","Business,Media",Marketing Manager,"1 projects, 1 internships",Product Manager
Undergraduate,Business/BBA,"SEO,Product Management,Leadership,Marketing,Communication",Media,Product Manager,"0 projects, 0 internships",Product Manager
Undergraduate,Computer Science,"Java,JavaScript,Python,Git,SQL,Data Structures","AI/ML,Technology,Business",Software Engineer,"1 projects, 1 internships",Software Engineer
Undergraduate,Electronics & Communication,"Kubernetes,Mathematics,Data Structures","Technology,Research,Engineering",IoT Systems Architect,"0 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Business/BBA,"Marketing,Communication,Business Strategy,SEO","Media,Management,Business",Management Consultant,"1 projects, 1 internships",Product Manager
Undergraduate,Computer Science,"SQL,Java,Data Structures,JavaScript,Node.js",AI/ML,Data Scientist,"1 projects, 1 internships",Software Engineer
Undergraduate,Electronics & Communication,"AWS,Data Structures,Figma,Mathematics",Technology,Embedded Systems Engineer,"0 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Business/BBA,"SEO,Project Management,Business Strategy","Management,Entrepreneurship",Marketing Manager,"1 projects, 1 internships",Product Manager
Undergraduate,Business/BBA,"Public Speaking,Marketing,SEO,Project Management,Business Strategy,Sales","Entrepreneurship,Business,Media",Product Manager,"2 projects, 1 internships",Product Manager
Undergraduate,Electronics & Communication,"Kubernetes,Linear Algebra,Mathematics,Python","Engineering,Research",IoT Systems Architect,"0 projects, 1 internships",Embedded Systems Engineer
Class 12,PCM Stream,"Mathematics,Python,Chemistry Lab,Communication","Engineering,Research,Defence",Research Scientist,"0 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Commerce/B.Com,"Scrum,Financial Accounting,Communication,Economics",Finance,Investment Banker,"0 projects, 1 internships",Chartered Accountant
Undergraduate,Commerce/B.Com,"Communication,Economics,Scrum,Time Management,Taxation,Financial Accounting",Business,Financial Consultant,"2 projects, 0 internships",Chartered Accountant
Undergraduate,Computer Science,"Java,JavaScript,Data Structures,SQL,Algorithms,REST APIs","Business,Technology,AI/ML",Software Engineer,"0 projects, 0 internships",Software Engineer
Undergraduate,Electronics & Communication,"Physics Lab,Python,Mathematics","Engineering,Technology",IoT Systems Architect,"0 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Computer Science,"CSS,SQL,Node.js,HTML",Business,Cloud Architect,"2 projects, 0 internships",Software Engineer
Class 12,PCM Stream,"Communication,Physics Lab,Chemistry Lab,Writing","Engineering,Government Jobs",Civil Servant (IAS/IPS),"1 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Computer Science,"Java,React,REST APIs,JavaScript,Data Structures,Node.js","Technology,Business",AI/ML Engineer,"2 projects, 0 internships",Software Engineer
Undergraduate,Commerce/B.Com,"Communication,SQL,Taxation,Scrum","Business,Government Jobs",Chartered Accountant,"2 projects, 0 internships",Chartered Accountant
Undergraduate,Commerce/B.Com,"Data Analytics,SQL,Financial Accounting,Time Management,Communication,Problem Solving","Business,Finance,Government Jobs",Unknown Career,"1 projects, 1 internships",Chartered Accountant
Undergraduate,Law/LLB,"Technical Writing,Leadership,Constitutional Law",Government Jobs,Criminal Defense Lawyer,"0 projects, 1 internships",Corporate Lawyer
Undergraduate,Science/B.Sc,"SQL,Data Visualization,Python,Communication,Mathematics,Pandas",Research,Financial Risk Analyst,"1 projects, 1 internships",Data Analyst
Class 12,PCM Stream,"Mathematics,Communication,Python,Writing,Problem Solving,Physics Lab","Defence,Research,Engineering",High School Physics Teacher,"1 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Law/LLB,"Negotiation,Technical Writing,Communication,Public Speaking,Law,Constitutional Law","Government Jobs,Social Impact,Law",Criminal Defense Lawyer,"2 projects, 0 internships",Corporate Lawyer
Undergraduate,Computer Science,"JavaScript,Node.js,Python","Technology,Business,AI/ML",DevOps Engineer,"0 projects, 1 internships",Software Engineer
Undergraduate,Computer Science,"Java,Node.js,Data Structures,React,REST APIs,SQL","Business,Technology",Data Scientist,"2 projects, 0 internships",Software Engineer
Class 12,PCM Stream,"Mathematics,Chemistry Lab,Writing,Physics Lab,Python","Government Jobs,Engineering",Civil Servant (IAS/IPS),"0 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Computer Science,"React,Python,JavaScript,Git,Node.js","Business,AI/ML,Technology",Data Scientist,"1 projects, 0 internships",Software Engineer
Undergraduate,Science/B.Sc,"Data Analytics,Pandas,Data Visualization,NumPy,Communication,Statistics","Business,Research",Actuarial Analyst,"1 projects, 0 internships",Data Analyst
Undergraduate,Law/LLB,"Technical Writing,Leadership,Communication,Legal Writing,Law","Social Impact,Law",Criminal Defense Lawyer,"1 projects, 0 internships",Corporate Lawyer
Undergraduate,Commerce/B.Com,"Communication,Problem Solving,Time Management,Taxation,Scrum",Government Jobs,Financial Consultant,"1 projects, 0 internships",Chartered Accountant
Class 12,PCM Stream,"Writing,Mathematics,Problem Solving","Engineering,Research,Government Jobs",Research Scientist,"1 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Commerce/B.Com,"Taxation,Communication,SQL","Business,Government Jobs,Finance",Chartered Accountant,"1 projects, 1 internships",Chartered Accountant
Undergraduate,Electronics & Communication,"AWS,C++,Figma,Data Structures",Research,VLSI Design Engineer,"1 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Business/BBA,"Product Management,Public Speaking,Communication,Sales,SEO",Business,Marketing Manager,"1 projects, 0 internships",Product Manager
Undergraduate,Science/B.Sc,"NumPy,Mathematics,Python,Statistics,Communication,Data Analytics","Finance,Business",Data Analyst,"2 projects, 0 internships",Data Analyst
Undergraduate,Business/BBA,"SEO,Communication,Marketing,Business Strategy,Leadership,Sales",Entrepreneurship,Management Consultant,"2 projects, 1 internships",Product Manager
Class 12,PCM Stream,"Physics Lab,Communication,Problem Solving,Mathematics",Research,Civil Servant (IAS/IPS),"2 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Business/BBA,"Public Speaking,SEO,Product Management","Media,Entrepreneurship,Management",Product Manager,"2 projects, 0 internships",Product Manager
Undergraduate,Electronics & Communication,"Linear Algebra,Data Structures,C++,AWS,Mathematics,Physics Lab","Technology,Research",Embedded Systems Engineer,"1 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Science/B.Sc,"Pandas,Data Visualization,Python,SQL,Data Analytics,Communication","Business,Research",Data Scientist,"1 projects, 0 internships",Data Analyst
Undergraduate,Law/LLB,"Leadership,Public Speaking,Technical Writing,Negotiation,Legal Writing",Social Impact,Patent Attorney,"1 projects, 0 internships",Corporate Lawyer
Undergraduate,Commerce/B.Com,"Communication,Financial Accounting,Problem Solving,Data Analytics,Economics,Time Management",Business,Investment Banker,"2 projects, 0 internships",Chartered Accountant
Undergraduate,Science/B.Sc,"Communication,Data Analytics,NumPy,Statistics,Pandas","Finance,Technology,Business",Data Scientist,"1 projects, 1 internships",Data Analyst
Undergraduate,Commerce/B.Com,"Communication,Financial Accounting,SQL","Business,Finance,Government Jobs",Financial Consultant,"2 projects, 0 internships",Chartered Accountant
Class 12,PCM Stream,"Physics Lab,Communication,Writing,Mathematics,Problem Solving","Research,Government Jobs",Civil Servant (IAS/IPS),"1 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Law/LLB,"Communication,Leadership,Law,Constitutional Law,Public Speaking","Social Impact,Law",Public Prosecutor,"2 projects, 1 internships",Corporate Lawyer
Undergraduate,Law/LLB,"Communication,Law,Leadership","Law,Government Jobs",Corporate Lawyer,"0 projects, 0 internships",Corporate Lawyer
